From-User;From-User-Id;Language;Text;;Retweet-Count;Id;;;
Monic Ariestyawati;96854616;in;@GrabID Halloo! Halloo! Jawaban { B } Ikan Gurame #SpesialisSegarGrabMart #GrabMartID *48;;,0;1661270027411116035;;;
Monic Ariestyawati;96854616;in;@GrabID Halloo! Halloo! Jawaban { B } Ikan Gurame #SpesialisSegarGrabMart #GrabMartID *47;;,0;1661269993886195712;;;
Monic Ariestyawati;96854616;in;@GrabID Halloo! Halloo! Jawaban { B } Ikan Gurame #SpesialisSegarGrabMart #GrabMartID *46;;,0;1661269965935349760;;;
Monic Ariestyawati;96854616;in;@GrabID Halloo! Halloo! Jawaban { B } Ikan Gurame #SpesialisSegarGrabMart #GrabMartID *45;;,0;1661269938030678016;;;
Monic Ariestyawati;96854616;in;@GrabID Halloo! Halloo! Jawaban { B } Ikan Gurame #SpesialisSegarGrabMart #GrabMartID *44;;,0;1661269909161250816;;;
Monic Ariestyawati;96854616;in;@GrabID Halloo! Halloo! Jawaban { B } Ikan Gurame #SpesialisSegarGrabMart #GrabMartID *43;;,0;1661269881986097152;;;
Monic Ariestyawati;96854616;in;@GrabID Halloo! Halloo! Jawaban { B } Ikan Gurame #SpesialisSegarGrabMart #GrabMartID *42;;,0;1661269850952544257;;;
Monic Ariestyawati;96854616;in;@GrabID Halloo! Halloo! Jawaban { B } Ikan Gurame #SpesialisSegarGrabMart #GrabMartID *41;;,0;1661269822280441859;;;
.;1116274622;in;RT @vi_triasari: @GrabID ojol jauh lebih peka min ??;;1,0;1661269032430100481;;;
Grab Indonesia;2322081114;in;@_yakaliajadahh Halo Kak, mohon maaf banget ya ????? Aku cek laporan Kakak dinomor laporan 427472868 sdh ada respon ke alamat email Kakak yg terdaftar pada aplikasi Grab ya Kak. Jika masih terkendala bisa infokan lagi ke aku via DM ya Kak ketik format #Bantuan ?? Terima kasih -Takur;;,0;1661268792490721282;;;
Syaiful_Amin;1062330910261968897;in;"@GrabID B. Ikan Gurame 

Bismillah, jemput rejeki. .

#GrabMartID #SpesialisSegarGrabMart";;,0;1661268261651226624;;;
(i/e)ndah;52299524;in;"@ikutcakap @madaynot @Sapumasalalu @AREAJULID Alhamdulillah di sini grab car belum menjabgkau sampai pelosoknya Kak

Semoga min @GrabID dan @gojekindonesia bisa lebih meluas nih jangkaunya";;,0;1661265764253573120;;;
Mirza Fatur R;176354743;in;@GrabID Cek dm lagi min;;,0;1661265571797942273;;;
Grab Indonesia;2322081114;in;@putrinurnita Mohon maaf banget yaa Kak jadi gak nyaman ???? Supaya bisa aku bantu cek lebih lanjut pemesanannya, boleh yaa DM aku kode pemesanan yg berawalan huruf A-*** dgn ketik #Bantuan ? Terima kasih ???? -Mamat https://t.co/66G7MWzlg2;;,0;1661265470228684800;;;
_yakaliajadahh;1640661246054899713;in;Padahal uda member platinum. Tp uda lewat dr sebulan masih belom diselesein jg masalah OVO di akun Grab gue. Malah pada ngilang nih sampah @GrabID ???? https://t.co/JgBC00Ibto;;,0;1661265466147639296;;;
Putri Nurnitasari;70318885;in;@GrabID saya baru aja order grabfood. Mitra pengemudi telp dan infokan bahwa pesanan sudah sampai dan dititp di pos satpam. Saya mengiyakan. Ketika saya cek ke pos satpam, pesanannya belum ada. Saya coba kontak pengemudi via chat tapi sesi chat sudah berakhir. Mohon bantuannya;;,0;1661264385963347971;;;
Jan;1897128264;in;@GrabID GrabJastip, sekalian cilok, cireng, cilung, cibay dan segala Aci acian bisa;;,0;1661262549902561283;;;
reza shaputra;1637827795454943234;in;"RT @GrabID: KETEMU SOLUSINYA!
Titip beliin sama abang GrabJastip aja! Buat semua BM yg gak ada di online platform bs bgt dicariin GrabJasti…";;1,0;1661261682067521537;;;
Grab Indonesia;2322081114;in;"KETEMU SOLUSINYA!
Titip beliin sama abang GrabJastip aja! Buat semua BM yg gak ada di online platform bs bgt dicariin GrabJastip, tinggal masukin detail tempat belinya terus order deh~ 
Ada promo sampe 30K jg pake kode promo JASTIP.

LDR gak sesusah itu~ ????https://t.co/FdSEa79vhv https://t.co/rSIy12C7K3";;1,0;1661260781412048897;;;
Grab Indonesia;2322081114;in;"@medisas Siang kak. Mohon maaf sebelumnya atas pelayanan mitra pengemudi ya ??
Burhan bantu tindak lanjuti ya. kakak bisa DM aku dengan ketik #agent dan infoin ke Aku nomor telepon, alamat email dan kode pemesanannya. Aku tunggu ya Kak. Terima kasih ?? - Burhan";;,0;1661258661115863040;;;
Mirza Fatur R;176354743;in;@GrabID Cek lagi min;;,0;1661258564927905797;;;
Grab Indonesia;2322081114;in;"@medisas Siang kak. Kenalin aku Burhan ??
Mohon maaf sebelumnya atas pelayanan mitra pengemudi ya ??
Burhan bantu tindak lanjuti ya. kakak bisa DM aku dengan ketik #agent dan infoin ke Aku nomor telepon, alamat email dan kode pemesanannya. Aku tunggu ya Kak. Terima kasih ?? - Burhan";;,0;1661258497995202562;;;
Grab Indonesia;2322081114;in;@mirzaftr Sudah dibalas Kak ?? -Dinda;;,0;1661258214418313217;;;
??;96240575;in;@GrabID tolong lebih di edukasi lagi untuk driver driver nya. Jika memang tidak mau ambil pesanan, tolong di matikan applikasi nya, supaya pesanan kita tidak masuk ke akun dia. Lebih di edukasi lagi ya tolong.;;,0;1661257809886089217;;;
Mirza Fatur R;176354743;in;@GrabID Cek dm min terimakasih;;,0;1661257374764789765;;;
Eskrim Stroberry;496026156;in;@tanyarlfes Dih hari gini msh aje minta tolong beliin nasgor. Heran. Gofud @gojekindonesia ada grabfud @GrabID ada, yg penting duitny di trf. Lagian kalo laper, yakali masih bsa ditahan2. Tipikal org yg ga pnya maag nih. Kalo pnya maag, ga ada ceritanya tuh makan pake acara nitip ??;;,0;1661257249141170176;;;
??;96240575;in;@GrabID tolong di tindak lanjuti kepada driver driver yang tidak mau bekerja hari ini untuk di off kan saja applikasi nya, jangan di nyalain, bikin pesanan masuk & menunggu makanan menjadi lama, lama dr waktu estimasi;;,0;1661256835746390017;;;
Al;835220444;in;RT @GrabID: HELPPP! Cilor kesenengannya tuh agak masuk gang dan gak ada di online platform mana pun, aku mesti opo? ?? https://t.co/ayvHXA7r…;;4,0;1661256790796021761;;;
Al;835220444;in;@GrabID pake GrabJastip aja, bisa jajan cilor sampe 500ribu;;,0;1661256674160824320;;;
#NKRI-GarisKeras!;1195024062583472129;in;"tekapeh di stasiun juanda 

kronologis : (diduga) driver taxi online sedang drop / menunggu penumpang, langsung dihadang dan kena sanksi derek ?? 

turut ?? simpati 

@GrabID @gojekindonesia https://t.co/OraiTOgpPb";;,0;1661256120315547653;;;
baehaky;1958625414;in;@GrabID @tanyarlfes Dikira grabfood ada di semua tempat apa ya? ????;;,0;1661254688380194816;;;
Asep;1181947592453656578;in;RT @GrabID: HELPPP! Cilor kesenengannya tuh agak masuk gang dan gak ada di online platform mana pun, aku mesti opo? ?? https://t.co/ayvHXA7r…;;4,0;1661254636442107904;;;
Grab Indonesia;2322081114;in;@mirzaftr DM Kakak akan segera kami balas ?? -Dinda;;,0;1661254291947130881;;;
Lukman.;1933872968;in;"RT @GrabID: Dari pada cape scroll scroll itu tweet ???
Mending langsung coba kirim paket ke 5 alamat sekaligus dalam 1 kali klik, pake GrabE…";;1,0;1661253327882174464;;;
reza shaputra;1637827795454943234;in;RT @GrabID: HELPPP! Cilor kesenengannya tuh agak masuk gang dan gak ada di online platform mana pun, aku mesti opo? ?? https://t.co/ayvHXA7r…;;4,0;1661253293790855168;;;
Grab Indonesia;2322081114;in;HELPPP! Cilor kesenengannya tuh agak masuk gang dan gak ada di online platform mana pun, aku mesti opo? ?? https://t.co/ayvHXA7r1p;;4,0;1661253017264619522;;;
Mirza Fatur R;176354743;in;@GrabID cek dm min urgent;;,0;1661252477633851392;;;
Widyuta Wibisana;222152278;in;Info dong Geprek Bensu Dumai kok udah gak ada lagi di @GrabID ya, @sepdum? cc: @RealGeprekBensu;;,0;1661251453607120903;;;
99??;2331481062;in;@GrabID @tanyarlfes bener bgt;;,0;1661249267703635969;;;
Grab Indonesia;2322081114;in;@deejwn Kak mohon maaf untuk ini akan aku teruskan di DM yaa, Terima kasih ??? - Burhan;;,0;1661249093774245891;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.560";;,0;1661248614478516226;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.559";;,0;1661248591397289984;;;
???? ??????;92228390;in;@Arman_topbgt @GrabID Gue liat2 lu kerjaannya ngereply orang2 yang ngedumel ke Grab, tweet gue dah dari sehari lalu aja masih digubris... gabut banget idup kayaknya bos;;,0;1661248588285087745;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.558";;,0;1661248581205127168;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.557";;,0;1661248571814064128;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.556";;,0;1661248560535597056;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.555";;,0;1661248550645399554;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.554";;,0;1661248539639562240;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.553";;,0;1661248529506136064;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.552";;,0;1661248519188140032;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.551";;,0;1661248508446515200;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.550";;,0;1661248497491009536;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.549";;,0;1661248478834720768;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.548";;,0;1661248467501711361;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.547";;,0;1661248457729003525;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.546";;,0;1661248447859814401;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.545";;,0;1661248437130756097;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.544";;,0;1661248426926043137;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.543";;,0;1661248416905859073;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.542";;,0;1661248407099568128;;;
bungaditepijalan;786810216939528194;in;@GrabID min kok gabisa dikirim sih bukti perjalanan di email? Ini jawabnya begini. Gmn min? https://t.co/YkfzlRVOuh;;,0;1661248403370815489;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.541";;,0;1661248396940963850;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.540";;,0;1661248385171742721;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.539";;,0;1661248366804881409;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.538";;,0;1661248357288022017;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.537";;,0;1661248346781286401;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.536";;,0;1661248337637670913;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.535";;,0;1661248328775139328;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.534";;,0;1661248316833939456;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.533";;,0;1661248305932935169;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.532";;,0;1661248296286060545;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.531";;,0;1661248285909352448;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.530";;,0;1661248275981402112;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.529";;,0;1661248256083636224;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.528";;,0;1661248246277361664;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.527";;,0;1661248235909021698;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.526";;,0;1661248225448456193;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.525";;,0;1661248215457628163;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.524";;,0;1661248206825721856;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.523";;,0;1661248194603528195;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.522";;,0;1661248184759484416;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.521";;,0;1661248174156292096;;;
Lukman.;1933872968;in;"@GrabID B. Ikan Gurame
#GrabMartID #SpesialisSegarGrabMart 
•5.520";;,0;1661248163116883968;;;
Feri Gunawan;1189069552220422144;in;@Arti_SebuahRasa @keluarin_dalam @txtbykoko @andrilixx @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Takut bgt??;;,0;1658429288256008193;;;
yon;1167034852534677504;in;@keluarin_dalam @Arti_SebuahRasa @andrilixx @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra ayokk aku tunggu ya sayang;;,0;1658429239404949506;;;
Panda Gosong;935872165;in;@txtbykoko @Arti_SebuahRasa @andrilixx @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Astagaaaa ayok gas wkwk;;,0;1658429019543719936;;;
Panda Gosong;935872165;in;@txtbykoko @Ferignw21 @Arti_SebuahRasa @andrilixx @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Ya gitulah anak jaman sekarang bun;;,0;1658428814664556544;;;
Andri;1235093864685305856;in;@Ferignw21 @keluarin_dalam @Arti_SebuahRasa @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra @ghostingtrs dik bawa abang lu pulang gabisa diselamatkan;;,0;1658428766786588672;;;
yon;1167034852534677504;in;@keluarin_dalam @Arti_SebuahRasa @andrilixx @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra ah ah ah ayo kita berpesta;;,0;1658428722167549958;;;
yon;1167034852534677504;in;@Ferignw21 @keluarin_dalam @Arti_SebuahRasa @andrilixx @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra lo pantek gamau tapi minta di dm feri anjing;;,0;1658428654970605568;;;
Andri;1235093864685305856;in;@txtbykoko @keluarin_dalam @Arti_SebuahRasa @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra istipar kontol;;,0;1658428608321585152;;;
Lofu Al- Daffi;1572598160509513728;in;@GrabID cek dm min;;,0;1658428591313666048;;;
'cil;1202975649150881794;in;@GrabID Mau dong dipesenin sama kak Mawar??;;,0;1658428572518989826;;;
Feri Gunawan;1189069552220422144;in;@keluarin_dalam @Arti_SebuahRasa @andrilixx @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra dm aja;;,0;1658428553405562884;;;
Panda Gosong;935872165;in;@Ferignw21 @Arti_SebuahRasa @andrilixx @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Yaudah sini nungging;;,0;1658428499244482561;;;
yon;1167034852534677504;in;@keluarin_dalam @Arti_SebuahRasa @andrilixx @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra apa tu yg lumer? sperma kamu kah? boleh kah aku melihat nya?;;,0;1658428404675526656;;;
Feri Gunawan;1189069552220422144;in;@keluarin_dalam @Arti_SebuahRasa @andrilixx @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra semein aku dong??;;,0;1658428292582748160;;;
Feri Gunawan;1189069552220422144;in;@keluarin_dalam @Arti_SebuahRasa @andrilixx @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra tapi kamu ga tipeku haha chuakss ak gasuka boti??;;,0;1658427672362643458;;;
Grab Indonesia;2322081114;in;@rosieisflower Hai Kak, maaf banget udah buat ngga nyaman ya ????? Maaf yah kak, mohon bisa info lebih lanjut di dm dengan ketik #Bantuan yah kak, terima kasih ??  - Mawar https://t.co/UmXsKP6rRa;;,0;1658427640913731585;;;
Panda Gosong;935872165;in;@andrilixx @Arti_SebuahRasa @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Awww dibubarin;;,0;1658427396796841984;;;
Feri Gunawan;1189069552220422144;in;@keluarin_dalam @Arti_SebuahRasa @andrilixx @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Hai aku tipemu ga?;;,0;1658427228731113474;;;
Daniel??;1056828120538406912;in;@andrilixx @keluarin_dalam @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra bubarin????????;;,0;1658427176516218886;;;
Andri;1235093864685305856;in;@keluarin_dalam @Arti_SebuahRasa @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra bubar woi;;,0;1658426987969658880;;;
Panda Gosong;935872165;in;@Arti_SebuahRasa @andrilixx @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Iya sampe lumer;;,0;1658426803571298309;;;
sabani21;1276489816671023110;in;@GrabID @ztugz pesan domino pizza lewat grabfood bisa pakai catatatn untuk resto atau tidak ya, dan caranya dimana;;,0;1658426527011454977;;;
hehe;2579712294;in;@GrabID Maaf kak tapi rumahnya lumayan dipedalaman jadi susah?? https://t.co/KY7JSdjfYx;;,0;1658426307519320065;;;
Daniel??;1056828120538406912;in;@keluarin_dalam @andrilixx @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra keluarin didalam;;,0;1658426180964610050;;;
Panda Gosong;935872165;in;@Arti_SebuahRasa @andrilixx @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Bubar abis itu balikan;;,0;1658425805461131265;;;
Grab Indonesia;2322081114;in;@velianagita Amiin, good luck ya Kak?? Oh iya, makan barengnya pake fitur Group Order di GrabFood bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb & gausah repot2 keluar. Klik langsung di sini ya????-Tita https://t.co/8Zxmd95Xyu;;,0;1658425555426103297;;;
Grab Indonesia;2322081114;in;@sitbi9win Bingung soal makan? Pesen di GrabFood aja Kak, menunya lengkap & bisa pake Group Order pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu;;,0;1658425302547316736;;;
Daniel??;1056828120538406912;in;@andrilixx @Ferignw21 @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra Bubarin??????;;,0;1658425259865849857;;;
Grab Indonesia;2322081114;in;@rakapranadipaa Makanya pas buka aja Kak, pake fitur Group Order di GrabFood bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb?? Klik langsung di sini ya????-Tita https://t.co/8Zxmd95Xyu;;,0;1658425211530928129;;;
Grab Indonesia;2322081114;in;@syounarin Biar hemat, pesen makan barengan aja Kak. Pake fitur Group Order di GrabFood yg bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar  https://t.co/8Zxmd95Xyu;;,0;1658425044580839424;;;
lil diary ??;1099211791379230720;in;@GrabID hallo mau tanya knp ovo di grab saya dan ovo di akun ga ngelink ya padahal satu nomor??? https://t.co/lkoiuVmEgy;;,0;1658424966445158402;;;
Agnis Oktovi?ni;271834838;in;@GrabID Yah...gak gratis aja kak? ??;;,0;1658424957997834240;;;
Grab Indonesia;2322081114;in;@stroberiivanila Biar hemat, pesen makan barengan aja Kak. Pake fitur Group Order di GrabFood yg bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar  https://t.co/8Zxmd95Xyu;;,0;1658424943972081664;;;
Grab Indonesia;2322081114;in;@LORELEIisNA Trus nanti makan bareng keluarga, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb ?? Klik langsung di sini ya ???? - Mawar https://t.co/8Zxmd95Xyu;;,0;1658424807267115009;;;
Andri;1235093864685305856;in;@Ferignw21 @Arti_SebuahRasa @erlangunandi @dakjalreallife @infotwitwor_ @kangadud27_ @infoBMKG @IndosatCare @danawallet @LMen @GrabID @Gerindra BUBAR LO SEMUA PANTEK;;,0;1658424797192417281;;;
Grab Indonesia;2322081114;in;@indaputric Nah pas banget Kak, nanti makan bareng keluarga, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb ?? Klik langsung di sini ya ???? - Mawar https://t.co/8Zxmd95Xyu;;,0;1658424689704988679;;;
